date,time,app
2022-07-11,09:31:17,C1 - WordPad
2022-07-11,09:31:18,C1 - WordPad
2022-07-11,09:31:19,C1 - WordPad
2022-07-11,09:31:20,C1 - WordPad
2022-07-11,09:31:21,C1 - WordPad
2022-07-11,09:31:22,C1 - WordPad
2022-07-11,09:31:23,C1 - WordPad
2022-07-11,09:31:24,C1 - WordPad
2022-07-11,09:31:25,C1 - WordPad
2022-07-11,09:31:26,C1 - WordPad
2022-07-11,09:31:27,C1 - WordPad
2022-07-11,09:31:28,C1 - WordPad
2022-07-11,09:31:29,C1 - WordPad
2022-07-11,09:31:30,C1 - WordPad
2022-07-11,09:31:31,C1 - WordPad
2022-07-11,09:31:32,C1 - WordPad
2022-07-11,09:31:33,C1 - WordPad
2022-07-11,09:31:34,C1 - WordPad
2022-07-11,09:31:35,C1 - WordPad
2022-07-11,09:31:36,C1 - WordPad
2022-07-11,09:31:37,C1 - WordPad
2022-07-11,09:31:38,C1 - WordPad
2022-07-11,09:31:39,C1 - WordPad
2022-07-11,09:31:40,C1 - WordPad
2022-07-11,09:31:41,C1 - WordPad
2022-07-11,09:31:42,C1 - WordPad
2022-07-11,09:31:43,C1 - WordPad
2022-07-11,09:31:44,C1 - WordPad
2022-07-11,09:31:45,C1 - WordPad
2022-07-11,09:31:46,C1 - WordPad
2022-07-11,09:31:47,C1 - WordPad
2022-07-11,09:31:48,C1 - WordPad
2022-07-11,09:31:49,C1 - WordPad
2022-07-11,09:31:50,C1 - WordPad
2022-07-11,09:31:51,C1 - WordPad
2022-07-11,09:31:52,C1 - WordPad
2022-07-11,09:31:53,C1 - WordPad
2022-07-11,09:31:54,C1 - WordPad
2022-07-11,09:31:55,C1 - WordPad
2022-07-11,09:31:56,C1 - WordPad
2022-07-11,09:31:57,C1 - WordPad
2022-07-11,09:31:58,C1 - WordPad
2022-07-11,09:31:59,C1 - WordPad
2022-07-11,09:32:00,C1 - WordPad
2022-07-11,09:32:01,C1 - WordPad
2022-07-11,09:32:02,C1 - WordPad
2022-07-11,09:32:03,C1 - WordPad
2022-07-11,09:32:04,C1 - WordPad
2022-07-11,09:32:05,C1 - WordPad
2022-07-11,09:32:06,C1 - WordPad
2022-07-11,09:32:07,C1 - WordPad
2022-07-11,09:32:08,C1 - WordPad
2022-07-11,09:32:09,C1 - WordPad
2022-07-11,09:32:10,C1 - WordPad
2022-07-11,09:32:12,C1 - WordPad
2022-07-11,09:32:13,C1 - WordPad
2022-07-11,09:32:14,C1 - WordPad
2022-07-11,09:32:15,C1 - WordPad
2022-07-11,09:32:16,C1 - WordPad
2022-07-11,09:32:17,C1 - WordPad
2022-07-11,09:32:18,C1 - WordPad
2022-07-11,09:32:19,C1 - WordPad
2022-07-11,09:32:20,C1 - WordPad
2022-07-11,09:32:21,C1 - WordPad
2022-07-11,09:32:22,C1 - WordPad
2022-07-11,09:32:23,C1 - WordPad
2022-07-11,09:32:24,C1 - WordPad
2022-07-11,09:32:25,C1 - WordPad
2022-07-11,09:32:26,C1 - WordPad
2022-07-11,09:32:27,C1 - WordPad
2022-07-11,09:32:28,C1 - WordPad
2022-07-11,09:32:29,C1 - WordPad
2022-07-11,09:32:30,C1 - WordPad
2022-07-11,09:32:31,C1 - WordPad
2022-07-11,09:32:32,C1 - WordPad
2022-07-11,09:32:33,C1 - WordPad
2022-07-11,09:32:34,C1 - WordPad
2022-07-11,09:32:35,C1 - WordPad
2022-07-11,09:32:36,C1 - WordPad
2022-07-11,09:32:37,C1 - WordPad
2022-07-11,09:32:38,C1 - WordPad
2022-07-11,09:32:39,C1 - WordPad
2022-07-11,09:32:40,C1 - WordPad
2022-07-11,09:32:41,C1 - WordPad
2022-07-11,09:32:42,C1 - WordPad
2022-07-11,09:32:43,C1 - WordPad
2022-07-11,09:32:44,C1 - WordPad
2022-07-11,09:32:45,C1 - WordPad
2022-07-11,09:32:46,C1 - WordPad
2022-07-11,09:32:47,C1 - WordPad
2022-07-11,09:32:48,C1 - WordPad
2022-07-11,09:32:49,C1 - WordPad
2022-07-11,09:32:50,C1 - WordPad
2022-07-11,09:32:51,C1 - WordPad
2022-07-11,09:32:52,C1 - WordPad
2022-07-11,09:32:53,C1 - WordPad
2022-07-11,09:32:54,C1 - WordPad
2022-07-11,09:32:55,C1 - WordPad
2022-07-11,09:32:56,C1 - WordPad
2022-07-11,09:32:57,C1 - WordPad
2022-07-11,09:32:58,C1 - WordPad
2022-07-11,09:32:59,C1 - WordPad
2022-07-11,09:33:00,C1 - WordPad
2022-07-11,09:33:01,C1 - WordPad
2022-07-11,09:33:02,C1 - WordPad
2022-07-11,09:33:03,C1 - WordPad
2022-07-11,09:33:04,C1 - WordPad
2022-07-11,09:33:05,C1 - WordPad
2022-07-11,09:33:06,C1 - WordPad
2022-07-11,09:33:07,C1 - WordPad
2022-07-11,09:33:08,C1 - WordPad
2022-07-11,09:33:09,C1 - WordPad
2022-07-11,09:33:10,C1 - WordPad
2022-07-11,09:33:11,C1 - WordPad
2022-07-11,09:33:12,C1 - WordPad
2022-07-11,09:33:13,C1 - WordPad
2022-07-11,09:33:14,C1 - WordPad
2022-07-11,09:33:15,C1 - WordPad
2022-07-11,09:33:16,C1 - WordPad
2022-07-11,09:33:17,C1 - WordPad
2022-07-11,09:33:18,C1 - WordPad
2022-07-11,09:33:19,C1 - WordPad
2022-07-11,09:33:20,C1 - WordPad
2022-07-11,09:33:21,C1 - WordPad
2022-07-11,09:33:22,C1 - WordPad
2022-07-11,09:33:24,C1 - WordPad
2022-07-11,09:33:25,C1 - WordPad
2022-07-11,09:33:26,C1 - WordPad
2022-07-11,09:33:27,C1 - WordPad
2022-07-11,09:33:28,C1 - WordPad
2022-07-11,09:33:29,C1 - WordPad
2022-07-11,09:33:30,C1 - WordPad
2022-07-11,09:33:31,C1 - WordPad
2022-07-11,09:33:32,C1 - WordPad
2022-07-11,09:33:33,C1 - WordPad
2022-07-11,09:33:34,C1 - WordPad
2022-07-11,09:33:35,C1 - WordPad
2022-07-11,09:33:36,C1 - WordPad
2022-07-11,09:33:37,C1 - WordPad
2022-07-11,09:33:38,C1 - WordPad
2022-07-11,09:33:39,C1 - WordPad
2022-07-11,09:33:40,C1 - WordPad
2022-07-11,09:33:41,C1 - WordPad
2022-07-11,09:33:42,C1 - WordPad
2022-07-11,09:33:43,C1 - WordPad
2022-07-11,09:33:44,C1 - WordPad
2022-07-11,09:33:45,C1 - WordPad
2022-07-11,09:33:46,C1 - WordPad
2022-07-11,09:33:47,C1 - WordPad
2022-07-11,09:33:48,C1 - WordPad
2022-07-11,09:33:49,C1 - WordPad
2022-07-11,09:33:50,C1 - WordPad
2022-07-11,09:33:51,C1 - WordPad
2022-07-11,09:33:52,C1 - WordPad
2022-07-11,09:33:53,C1 - WordPad
2022-07-11,09:33:54,C1 - WordPad
2022-07-11,09:33:55,C1 - WordPad
2022-07-11,09:33:56,C1 - WordPad
2022-07-11,09:33:57,C1 - WordPad
2022-07-11,09:33:58,C1 - WordPad
2022-07-11,09:33:59,C1 - WordPad
2022-07-11,09:34:00,C1 - WordPad
2022-07-11,09:34:01,C1 - WordPad
2022-07-11,09:34:02,C1 - WordPad
2022-07-11,09:34:03,C1 - WordPad
2022-07-11,09:34:04,C1 - WordPad
2022-07-11,09:34:05,C1 - WordPad
2022-07-11,09:34:06,C1 - WordPad
2022-07-11,09:34:07,C1 - WordPad
2022-07-11,09:34:08,C1 - WordPad
2022-07-11,09:34:09,C1 - WordPad
2022-07-11,09:34:10,C1 - WordPad
2022-07-11,09:34:11,C1 - WordPad
2022-07-11,09:34:12,C1 - WordPad
2022-07-11,09:34:13,C1 - WordPad
2022-07-11,09:34:14,C1 - WordPad
2022-07-11,09:34:15,C1 - WordPad
2022-07-11,09:34:16,C1 - WordPad
2022-07-11,09:34:17,C1 - WordPad
2022-07-11,09:34:18,C1 - WordPad
2022-07-11,09:34:19,C1 - WordPad
2022-07-11,09:34:20,C1 - WordPad
2022-07-11,09:34:21,C1 - WordPad
2022-07-11,09:34:22,C1 - WordPad
2022-07-11,09:34:23,C1 - WordPad
2022-07-11,09:34:24,C1 - WordPad
2022-07-11,09:34:25,C1 - WordPad
2022-07-11,09:34:26,C1 - WordPad
2022-07-11,09:34:27,C1 - WordPad
2022-07-11,09:34:28,C1 - WordPad
2022-07-11,09:34:29,C1 - WordPad
2022-07-11,09:34:30,C1 - WordPad
2022-07-11,09:34:31,C1 - WordPad
2022-07-11,09:34:32,C1 - WordPad
2022-07-11,09:34:34,C1 - WordPad
2022-07-11,09:34:35,C1 - WordPad
2022-07-11,09:34:36,C1 - WordPad
2022-07-11,09:34:37,C1 - WordPad
2022-07-11,09:34:38,C1 - WordPad
2022-07-11,09:34:39,C1 - WordPad
2022-07-11,09:34:40,C1 - WordPad
2022-07-11,09:34:41,C1 - WordPad
2022-07-11,09:34:42,C1 - WordPad
2022-07-11,09:34:43,C1 - WordPad
2022-07-11,09:34:44,C1 - WordPad
2022-07-11,09:34:45,C1 - WordPad
2022-07-11,09:34:46,C1 - WordPad
2022-07-11,09:34:47,C1 - WordPad
2022-07-11,09:34:48,C1 - WordPad
2022-07-11,09:34:49,C1 - WordPad
2022-07-11,09:34:50,C1 - WordPad
2022-07-11,09:34:51,C1 - WordPad
2022-07-11,09:34:52,C1 - WordPad
2022-07-11,09:34:53,C1 - WordPad
2022-07-11,09:34:54,C1 - WordPad
2022-07-11,09:34:55,C1 - WordPad
2022-07-11,09:34:56,C1 - WordPad
2022-07-11,09:34:57,C1 - WordPad
2022-07-11,09:34:58,C1 - WordPad
2022-07-11,09:34:59,C1 - WordPad
2022-07-11,09:35:00,C1 - WordPad
2022-07-11,09:35:01,C1 - WordPad
2022-07-11,09:35:02,C1 - WordPad
2022-07-11,09:35:03,C1 - WordPad
2022-07-11,09:35:04,C1 - WordPad
2022-07-11,09:35:05,C1 - WordPad
2022-07-11,09:35:06,C1 - WordPad
2022-07-11,09:35:07,C1 - WordPad
2022-07-11,09:35:08,C1 - WordPad
2022-07-11,09:35:09,C1 - WordPad
2022-07-11,09:35:10,C1 - WordPad
2022-07-11,09:35:11,C1 - WordPad
2022-07-11,09:35:12,C1 - WordPad
2022-07-11,09:35:13,C1 - WordPad
2022-07-11,09:35:14,C1 - WordPad
2022-07-11,09:35:15,C1 - WordPad
2022-07-11,09:35:16,C1 - WordPad
2022-07-11,09:35:17,C1 - WordPad
2022-07-11,09:35:18,C1 - WordPad
2022-07-11,09:35:19,C1 - WordPad
2022-07-11,09:35:20,C1 - WordPad
2022-07-11,09:35:21,C1 - WordPad
2022-07-11,09:35:22,C1 - WordPad
2022-07-11,09:35:23,C1 - WordPad
2022-07-11,09:35:24,C1 - WordPad
2022-07-11,09:35:25,C1 - WordPad
2022-07-11,09:35:26,C1 - WordPad
2022-07-11,09:35:27,C1 - WordPad
2022-07-11,09:35:28,C1 - WordPad
2022-07-11,09:35:29,C1 - WordPad
2022-07-11,09:35:30,C1 - WordPad
2022-07-11,09:35:31,C1 - WordPad
2022-07-11,09:35:32,C1 - WordPad
2022-07-11,09:35:33,C1 - WordPad
2022-07-11,09:35:34,C1 - WordPad
2022-07-11,09:35:35,C1 - WordPad
2022-07-11,09:35:36,C1 - WordPad
2022-07-11,09:35:37,C1 - WordPad
2022-07-11,09:35:38,C1 - WordPad
2022-07-11,09:35:39,C1 - WordPad
2022-07-11,09:35:40,C1 - WordPad
2022-07-11,09:35:41,C1 - WordPad
2022-07-11,09:35:42,C1 - WordPad
2022-07-11,09:35:43,C1 - WordPad
2022-07-11,09:35:44,C1 - WordPad
2022-07-11,09:35:45,C1 - WordPad
2022-07-11,09:35:47,C1 - WordPad
2022-07-11,09:35:48,C1 - WordPad
2022-07-11,09:35:49,C1 - WordPad
2022-07-11,09:35:50,C1 - WordPad
2022-07-11,09:35:51,C1 - WordPad
2022-07-11,09:35:52,C1 - WordPad
2022-07-11,09:35:53,C1 - WordPad
2022-07-11,09:35:54,C1 - WordPad
2022-07-11,09:35:55,C1 - WordPad
2022-07-11,09:35:56,C1 - WordPad
2022-07-11,09:35:57,C1 - WordPad
2022-07-11,09:35:58,C1 - WordPad
2022-07-11,09:35:59,C1 - WordPad
2022-07-11,09:36:00,C1 - WordPad
2022-07-11,09:36:01,C1 - WordPad
2022-07-11,09:36:02,C1 - WordPad
2022-07-11,09:36:03,C1 - WordPad
2022-07-11,09:36:04,C1 - WordPad
2022-07-11,09:36:05,C1 - WordPad
2022-07-11,09:36:06,C1 - WordPad
2022-07-11,09:36:07,C1 - WordPad
2022-07-11,09:36:08,C1 - WordPad
2022-07-11,09:36:09,C1 - WordPad
2022-07-11,09:36:10,C1 - WordPad
2022-07-11,09:36:11,C1 - WordPad
2022-07-11,09:36:12,C1 - WordPad
2022-07-11,09:36:13,C1 - WordPad
2022-07-11,09:36:14,C1 - WordPad
2022-07-11,09:36:15,C1 - WordPad
2022-07-11,09:36:16,C1 - WordPad
2022-07-11,09:36:17,C1 - WordPad
2022-07-11,09:36:18,C1 - WordPad
2022-07-11,09:36:19,C1 - WordPad
2022-07-11,09:36:20,C1 - WordPad
2022-07-11,09:36:21,C1 - WordPad
2022-07-11,09:36:22,C1 - WordPad
2022-07-11,09:36:23,C1 - WordPad
2022-07-11,09:36:24,C1 - WordPad
2022-07-11,09:36:25,C1 - WordPad
2022-07-11,09:36:26,C1 - WordPad
2022-07-11,09:36:27,C1 - WordPad
2022-07-11,09:36:28,C1 - WordPad
2022-07-11,09:36:29,C1 - WordPad
2022-07-11,09:36:30,C1 - WordPad
2022-07-11,09:36:32,C1 - WordPad
2022-07-11,09:36:33,C1 - WordPad
2022-07-11,09:36:34,C1 - WordPad
2022-07-11,09:36:35,C1 - WordPad
2022-07-11,09:36:36,C1 - WordPad
2022-07-11,09:36:37,C1 - WordPad
2022-07-11,09:36:38,C1 - WordPad
2022-07-11,09:36:39,C1 - WordPad
2022-07-11,09:36:40,C1 - WordPad
2022-07-11,09:36:41,C1 - WordPad
2022-07-11,09:36:42,C1 - WordPad
2022-07-11,09:36:43,C1 - WordPad
2022-07-11,09:36:44,C1 - WordPad
2022-07-11,09:36:45,C1 - WordPad
2022-07-11,09:36:46,C1 - WordPad
2022-07-11,09:36:47,C1 - WordPad
2022-07-11,09:36:48,C1 - WordPad
2022-07-11,09:36:49,C1 - WordPad
2022-07-11,09:36:50,C1 - WordPad
2022-07-11,09:36:51,C1 - WordPad
2022-07-11,09:36:52,C1 - WordPad
2022-07-11,09:36:53,C1 - WordPad
2022-07-11,09:36:54,C1 - WordPad
2022-07-11,09:36:55,C1 - WordPad
2022-07-11,09:36:56,C1 - WordPad
2022-07-11,09:36:57,C1 - WordPad
2022-07-11,09:36:58,C1 - WordPad
2022-07-11,09:36:59,C1 - WordPad
2022-07-11,09:37:00,C1 - WordPad
2022-07-11,09:37:01,C1 - WordPad
2022-07-11,09:37:02,C1 - WordPad
2022-07-11,09:37:03,C1 - WordPad
2022-07-11,09:37:04,C1 - WordPad
2022-07-11,09:37:05,C1 - WordPad
2022-07-11,09:37:06,C1 - WordPad
2022-07-11,09:37:07,C1 - WordPad
2022-07-11,09:37:08,C1 - WordPad
2022-07-11,09:37:09,C1 - WordPad
2022-07-11,09:37:10,C1 - WordPad
2022-07-11,09:37:11,C1 - WordPad
2022-07-11,09:37:12,C1 - WordPad
2022-07-11,09:37:13,C1 - WordPad
2022-07-11,09:37:14,C1 - WordPad
2022-07-11,09:37:15,C1 - WordPad
2022-07-11,09:37:16,C1 - WordPad
2022-07-11,09:37:17,C1 - WordPad
2022-07-11,09:37:18,C1 - WordPad
2022-07-11,09:37:19,C1 - WordPad
2022-07-11,09:37:20,C1 - WordPad
2022-07-11,09:37:21,C1 - WordPad
2022-07-11,09:37:22,C1 - WordPad
2022-07-11,09:37:23,C1 - WordPad
2022-07-11,09:37:24,C1 - WordPad
2022-07-11,09:37:25,C1 - WordPad
2022-07-11,09:37:26,C1 - WordPad
2022-07-11,09:37:27,C1 - WordPad
2022-07-11,09:37:28,C1 - WordPad
2022-07-11,09:37:30,C1 - WordPad
2022-07-11,09:37:31,C1 - WordPad
2022-07-11,09:37:32,C1 - WordPad
2022-07-11,09:37:33,C1 - WordPad
2022-07-11,09:37:34,C1 - WordPad
2022-07-11,09:37:35,C1 - WordPad
2022-07-11,09:37:36,C1 - WordPad
2022-07-11,09:37:37,C1 - WordPad
2022-07-11,09:37:38,C1 - WordPad
2022-07-11,09:37:39,C1 - WordPad
2022-07-11,09:37:40,C1 - WordPad
2022-07-11,09:37:41,C1 - WordPad
2022-07-11,09:37:42,C1 - WordPad
2022-07-11,09:37:43,C1 - WordPad
2022-07-11,09:37:44,C1 - WordPad
2022-07-11,09:37:45,C1 - WordPad
2022-07-11,09:37:46,C1 - WordPad
2022-07-11,09:37:47,C1 - WordPad
2022-07-11,09:37:48,C1 - WordPad
2022-07-11,09:37:49,C1 - WordPad
2022-07-11,09:37:50,C1 - WordPad
2022-07-11,09:37:51,C1 - WordPad
2022-07-11,09:37:52,C1 - WordPad
2022-07-11,09:37:53,C1 - WordPad
2022-07-11,09:37:54,C1 - WordPad
2022-07-11,09:37:55,C1 - WordPad
2022-07-11,09:37:56,C1 - WordPad
2022-07-11,09:37:57,C1 - WordPad
2022-07-11,09:37:58,C1 - WordPad
2022-07-11,09:37:59,C1 - WordPad
2022-07-11,09:38:00,C1 - WordPad
2022-07-11,09:38:01,C1 - WordPad
2022-07-11,09:38:02,C1 - WordPad
2022-07-11,09:38:03,C1 - WordPad
2022-07-11,09:38:04,C1 - WordPad
2022-07-11,09:38:05,C1 - WordPad
2022-07-11,09:38:06,C1 - WordPad
2022-07-11,09:38:07,C1 - WordPad
2022-07-11,09:38:08,C1 - WordPad
2022-07-11,09:38:09,C1 - WordPad
2022-07-11,09:38:10,C1 - WordPad
2022-07-11,09:38:11,C1 - WordPad
2022-07-11,09:38:12,C1 - WordPad
2022-07-11,09:38:13,C1 - WordPad
2022-07-11,09:38:14,C1 - WordPad
2022-07-11,09:38:15,C1 - WordPad
2022-07-11,09:38:16,C1 - WordPad
2022-07-11,09:38:17,C1 - WordPad
2022-07-11,09:38:18,C1 - WordPad
2022-07-11,09:38:19,C1 - WordPad
2022-07-11,09:38:20,C1 - WordPad
2022-07-11,09:38:21,C1 - WordPad
2022-07-11,09:38:22,C1 - WordPad
2022-07-11,09:38:23,C1 - WordPad
2022-07-11,09:38:24,C1 - WordPad
2022-07-11,09:38:25,C1 - WordPad
2022-07-11,09:38:26,C1 - WordPad
2022-07-11,09:38:27,C1 - WordPad
2022-07-11,09:38:28,C1 - WordPad
2022-07-11,09:38:29,C1 - WordPad
2022-07-11,09:38:31,C1 - WordPad
2022-07-11,09:38:32,C1 - WordPad
2022-07-11,09:38:33,C1 - WordPad
2022-07-11,09:38:34,C1 - WordPad
2022-07-11,09:38:35,C1 - WordPad
2022-07-11,09:38:36,C1 - WordPad
2022-07-11,09:38:37,C1 - WordPad
2022-07-11,09:38:38,C1 - WordPad
2022-07-11,09:38:39,C1 - WordPad
2022-07-11,09:38:40,C1 - WordPad
2022-07-11,09:38:41,C1 - WordPad
2022-07-11,09:38:42,C1 - WordPad
2022-07-11,09:38:43,C1 - WordPad
2022-07-11,09:38:44,C1 - WordPad
2022-07-11,09:38:45,C1 - WordPad
2022-07-11,09:38:46,C1 - WordPad
2022-07-11,09:38:47,C1 - WordPad
2022-07-11,09:38:48,C1 - WordPad
2022-07-11,09:38:49,C1 - WordPad
2022-07-11,09:38:50,C1 - WordPad
2022-07-11,09:38:51,C1 - WordPad
2022-07-11,09:38:52,C1 - WordPad
2022-07-11,09:38:53,C1 - WordPad
2022-07-11,09:38:54,C1 - WordPad
2022-07-11,09:38:55,C1 - WordPad
2022-07-11,09:38:56,C1 - WordPad
2022-07-11,09:38:57,C1 - WordPad
2022-07-11,09:38:58,C1 - WordPad
2022-07-11,09:38:59,C1 - WordPad
2022-07-11,09:39:00,C1 - WordPad
2022-07-11,09:39:01,C1 - WordPad
2022-07-11,09:39:02,C1 - WordPad
2022-07-11,09:39:03,C1 - WordPad
2022-07-11,09:39:04,C1 - WordPad
2022-07-11,09:39:05,C1 - WordPad
2022-07-11,09:39:06,C1 - WordPad
2022-07-11,09:39:07,C1 - WordPad
2022-07-11,09:39:08,C1 - WordPad
2022-07-11,09:39:09,C1 - WordPad
2022-07-11,09:39:10,C1 - WordPad
2022-07-11,09:39:11,C1 - WordPad
2022-07-11,09:39:12,C1 - WordPad
2022-07-11,09:39:13,C1 - WordPad
2022-07-11,09:39:14,C1 - WordPad
2022-07-11,09:39:15,C1 - WordPad
2022-07-11,09:39:16,C1 - WordPad
2022-07-11,09:39:17,C1 - WordPad
2022-07-11,09:39:18,C1 - WordPad
2022-07-11,09:39:19,C1 - WordPad
2022-07-11,09:39:20,C1 - WordPad
2022-07-11,09:39:21,C1 - WordPad
2022-07-11,09:39:22,C1 - WordPad
2022-07-11,09:39:23,C1 - WordPad
2022-07-11,09:39:24,C1 - WordPad
2022-07-11,09:39:25,C1 - WordPad
2022-07-11,09:39:26,C1 - WordPad
2022-07-11,09:39:27,C1 - WordPad
2022-07-11,09:39:28,C1 - WordPad
2022-07-11,09:39:29,C1 - WordPad
2022-07-11,09:39:30,C1 - WordPad
2022-07-11,09:39:31,C1 - WordPad
2022-07-11,09:39:32,C1 - WordPad
2022-07-11,09:39:33,C1 - WordPad
2022-07-11,09:39:34,C1 - WordPad
2022-07-11,09:39:35,C1 - WordPad
2022-07-11,09:39:36,C1 - WordPad
2022-07-11,09:39:37,C1 - WordPad
2022-07-11,09:39:38,C1 - WordPad
2022-07-11,09:39:39,C1 - WordPad
2022-07-11,09:39:40,C1 - WordPad
2022-07-11,09:39:41,C1 - WordPad
2022-07-11,09:39:43,C1 - WordPad
2022-07-11,09:39:44,C1 - WordPad
2022-07-11,09:39:45,C1 - WordPad
2022-07-11,09:39:46,C1 - WordPad
2022-07-11,09:39:47,C1 - WordPad
2022-07-11,09:39:48,C1 - WordPad
2022-07-11,09:39:49,C1 - WordPad
2022-07-11,09:39:50,C1 - WordPad
2022-07-11,09:39:51,C1 - WordPad
2022-07-11,09:39:52,C1 - WordPad
2022-07-11,09:39:53,C1 - WordPad
2022-07-11,09:39:54,C1 - WordPad
2022-07-11,09:39:55,C1 - WordPad
2022-07-11,09:39:56,C1 - WordPad
2022-07-11,09:39:57,C1 - WordPad
2022-07-11,09:39:58,C1 - WordPad
2022-07-11,09:39:59,C1 - WordPad
2022-07-11,09:40:00,C1 - WordPad
2022-07-11,09:40:01,C1 - WordPad
2022-07-11,09:40:02,C1 - WordPad
2022-07-11,09:40:03,C1 - WordPad
2022-07-11,09:40:04,C1 - WordPad
2022-07-11,09:40:05,C1 - WordPad
2022-07-11,09:40:06,C1 - WordPad
2022-07-11,09:40:07,C1 - WordPad
2022-07-11,09:40:08,C1 - WordPad
2022-07-11,09:40:09,C1 - WordPad
2022-07-11,09:40:10,C1 - WordPad
2022-07-11,09:40:11,C1 - WordPad
2022-07-11,09:40:12,C1 - WordPad
2022-07-11,09:40:13,C1 - WordPad
2022-07-11,09:40:14,C1 - WordPad
2022-07-11,09:40:15,C1 - WordPad
2022-07-11,09:40:16,C1 - WordPad
2022-07-11,09:40:17,C1 - WordPad
2022-07-11,09:40:18,C1 - WordPad
2022-07-11,09:40:19,C1 - WordPad
2022-07-11,09:40:20,C1 - WordPad
2022-07-11,09:40:21,C1 - WordPad
2022-07-11,09:40:22,C1 - WordPad
2022-07-11,09:40:23,C1 - WordPad
2022-07-11,09:40:24,C1 - WordPad
2022-07-11,09:40:25,C1 - WordPad
2022-07-11,09:40:26,C1 - WordPad
2022-07-11,09:40:27,C1 - WordPad
2022-07-11,09:40:28,C1 - WordPad
2022-07-11,09:40:29,C1 - WordPad
2022-07-11,09:40:30,C1 - WordPad
2022-07-11,09:40:31,C1 - WordPad
2022-07-11,09:40:32,C1 - WordPad
2022-07-11,09:40:33,C1 - WordPad
2022-07-11,09:40:34,C1 - WordPad
2022-07-11,09:40:35,C1 - WordPad
2022-07-11,09:40:36,C1 - WordPad
2022-07-11,09:40:37,C1 - WordPad
2022-07-11,09:40:38,C1 - WordPad
2022-07-11,09:40:39,C1 - WordPad
2022-07-11,09:40:40,C1 - WordPad
2022-07-11,09:40:41,C1 - WordPad
2022-07-11,09:40:42,C1 - WordPad
2022-07-11,09:40:43,C1 - WordPad
2022-07-11,09:40:44,C1 - WordPad
2022-07-11,09:40:45,C1 - WordPad
2022-07-11,09:40:46,C1 - WordPad
2022-07-11,09:40:47,C1 - WordPad
2022-07-11,09:40:48,C1 - WordPad
2022-07-11,09:40:49,C1 - WordPad
2022-07-11,09:40:50,C1 - WordPad
2022-07-11,09:40:51,C1 - WordPad
2022-07-11,09:40:52,C1 - WordPad
2022-07-11,09:40:53,C1 - WordPad
2022-07-11,09:40:54,C1 - WordPad
2022-07-11,09:40:55,C1 - WordPad
2022-07-11,09:40:56,C1 - WordPad
2022-07-11,09:40:57,C1 - WordPad
2022-07-11,09:40:58,C1 - WordPad
2022-07-11,09:40:59,C1 - WordPad
2022-07-11,09:41:00,C1 - WordPad
2022-07-11,09:41:02,C1 - WordPad
2022-07-11,09:41:03,C1 - WordPad
2022-07-11,09:41:04,C1 - WordPad
2022-07-11,09:41:05,C1 - WordPad
2022-07-11,09:41:06,C1 - WordPad
2022-07-11,09:41:07,C1 - WordPad
2022-07-11,09:41:08,C1 - WordPad
2022-07-11,09:41:09,C1 - WordPad
2022-07-11,09:41:10,C1 - WordPad
2022-07-11,09:41:11,C1 - WordPad
2022-07-11,09:41:12,C1 - WordPad
2022-07-11,09:41:13,C1 - WordPad
2022-07-11,09:41:14,C1 - WordPad
2022-07-11,09:41:15,C1 - WordPad
2022-07-11,09:41:16,C1 - WordPad
2022-07-11,09:41:17,C1 - WordPad
2022-07-11,09:41:18,C1 - WordPad
2022-07-11,09:41:19,C1 - WordPad
2022-07-11,09:41:20,C1 - WordPad
2022-07-11,09:41:21,C1 - WordPad
2022-07-11,09:41:22,C1 - WordPad
2022-07-11,09:41:23,C1 - WordPad
2022-07-11,09:41:24,C1 - WordPad
2022-07-11,09:41:25,C1 - WordPad
2022-07-11,09:41:26,C1 - WordPad
2022-07-11,09:41:27,C1 - WordPad
2022-07-11,09:41:28,C1 - WordPad
2022-07-11,09:41:29,C1 - WordPad
2022-07-11,09:41:30,C1 - WordPad
2022-07-11,09:41:31,C1 - WordPad
2022-07-11,09:41:32,C1 - WordPad
2022-07-11,09:41:33,C1 - WordPad
2022-07-11,09:41:34,C1 - WordPad
2022-07-11,09:41:35,C1 - WordPad
2022-07-11,09:41:36,C1 - WordPad
2022-07-11,09:41:37,C1 - WordPad
2022-07-11,09:41:38,C1 - WordPad
2022-07-11,09:41:39,C1 - WordPad
2022-07-11,09:41:40,C1 - WordPad
2022-07-11,09:41:41,C1 - WordPad
2022-07-11,09:41:42,C1 - WordPad
2022-07-11,09:41:43,C1 - WordPad
2022-07-11,09:41:44,C1 - WordPad
2022-07-11,09:41:45,C1 - WordPad
2022-07-11,09:41:46,C1 - WordPad
2022-07-11,09:41:47,C1 - WordPad
2022-07-11,09:41:48,C1 - WordPad
2022-07-11,09:41:49,C1 - WordPad
2022-07-11,09:41:50,C1 - WordPad
2022-07-11,09:41:51,C1 - WordPad
2022-07-11,09:41:52,C1 - WordPad
2022-07-11,09:41:53,C1 - WordPad
2022-07-11,09:41:54,C1 - WordPad
2022-07-11,09:41:55,C1 - WordPad
2022-07-11,09:41:56,C1 - WordPad
2022-07-11,09:41:57,C1 - WordPad
2022-07-11,09:41:58,C1 - WordPad
2022-07-11,09:41:59,C1 - WordPad
2022-07-11,09:42:00,C1 - WordPad
2022-07-11,09:42:01,C1 - WordPad
